Example	pred	gold	neutral	contradiction	entailment
a downtown shot of a man on his cellphone under an awning . --> a golfer swings his club at the ball while his friends laugh .	contradiction	contradiction	0.253484725952	0.742668807507	0.00384649331681
a downtown shot of a man on his cellphone under an awning . --> a businessman calls his office to make sure that his secretary cancels his appointments .	neutral	neutral	0.906931936741	0.0911559760571	0.00191215227824
an asian man in colorful robes holds a bell and leans toward a small table , with buddhist or hindu decorations on the table and the walls . --> an asian man in colorful light robes holds a bell .	entailment	entailment	0.176488831639	0.232181578875	0.59132963419
an asian man in colorful robes holds a bell and leans toward a small table , with buddhist or hindu decorations on the table and the walls . --> an asian man in colorful robes holds a gun .	entailment	contradiction	0.0600208453834	0.0504539459944	0.88952511549
an asian man in colorful robes holds a bell and leans toward a small table , with buddhist or hindu decorations on the table and the walls . --> an asian man in colorful robes holds a bell .	entailment	entailment	0.100227981806	0.191779017448	0.707992970943
man in white shirt and blue jeans looking to the side while walking down a busy sidewalk . --> a man is approaching another man .	entailment	neutral	0.107525490224	0.079009346664	0.813465237617
man in white shirt and blue jeans looking to the side while walking down a busy sidewalk . --> the man 's shirt is a different color from his jeans .	entailment	entailment	0.368378847837	0.187689617276	0.443931519985
man in white shirt and blue jeans looking to the side while walking down a busy sidewalk . --> man has a blue shirt on .	entailment	contradiction	0.349850147963	0.263588041067	0.386561900377
there is a street with buildings and one man in black walking on the side of the road . --> the buildings are corporate offices .	contradiction	neutral	0.335016608238	0.627213776112	0.0377695970237
there is a street with buildings and one man in black walking on the side of the road . --> the buildings are walking on the street .	entailment	contradiction	0.130441218615	0.109663799405	0.759895026684
there is a street with buildings and one man in black walking on the side of the road . --> the man is using his feet .	entailment	entailment	0.216974407434	0.192786410451	0.590239167213
a woman riding a bicycle past a car and a group of people on a sidewalk . --> a woman riding a bicycle on the street .	contradiction	entailment	0.179164722562	0.478066056967	0.342769175768
a woman riding a bicycle past a car and a group of people on a sidewalk . --> a woman riding a bicycle near a group of her friends on the sidewalk .	neutral	neutral	0.835573971272	0.117416381836	0.0470096208155
a woman riding a bicycle past a car and a group of people on a sidewalk . --> a woman going for a walk near a car and some other people .	entailment	contradiction	0.374427735806	0.0195320919156	0.606040179729
a man jumps in front of a palace in china . --> the street is crowded .	neutral	neutral	0.678532660007	0.0230387765914	0.298428624868
a man jumps in front of a palace in china . --> a man is jumping .	entailment	entailment	0.10847145319	0.166665166616	0.724863350391
a man jumps in front of a palace in china . --> nobody is in the air .	contradiction	contradiction	0.000435136229498	0.999462783337	0.000102079196949
two men in animal print pajama bottoms sleep on a bed . --> men are sleeping .	entailment	entailment	0.0165266897529	0.00699203647673	0.976481258869
two men in animal print pajama bottoms sleep on a bed . --> men are dancing in the club .	contradiction	contradiction	0.000315888726618	0.999678730965	5.41011513633e-06
two men in animal print pajama bottoms sleep on a bed . --> two men are in pajamas .	entailment	entailment	0.146128773689	0.284340322018	0.569530904293
a nicely dressed woman putting a handful of cotton candy in her mouth in a public square in europe . --> a woman is eating cotton candy .	contradiction	entailment	0.270081967115	0.554624378681	0.1752936095
a nicely dressed woman putting a handful of cotton candy in her mouth in a public square in europe . --> a woman is putting a handful of peanuts in her mouth .	contradiction	contradiction	0.336059361696	0.562709391117	0.101231202483
a nicely dressed woman putting a handful of cotton candy in her mouth in a public square in europe . --> a woman is eating blueberry flavored cotton candy while in a public square in europe .	neutral	neutral	0.850732445717	0.113328710198	0.0359388776124
two men play a game of chess in the park while two others eagerly await their chance --> it is a sunny day in the park while two men play chess .	neutral	neutral	0.517270743847	0.345806211233	0.136923015118
two men play a game of chess in the park while two others eagerly await their chance --> people play chess while others watch .	entailment	entailment	0.185032039881	0.123847186565	0.691120743752
two men play a game of chess in the park while two others eagerly await their chance --> two men are shopping in the grocery store .	contradiction	contradiction	0.00413569202647	0.995553791523	0.00031050038524
couple walking on the beach . --> the couple are holding hands .	neutral	neutral	0.761603832245	0.0509310625494	0.187465056777
couple walking on the beach . --> the couple are laying in the sand .	contradiction	contradiction	0.28593686223	0.689844608307	0.0242185033858
couple walking on the beach . --> a couple is at the beach .	entailment	entailment	0.0906392857432	0.00901858881116	0.900342226028
two hikers crossing a snowy field , with mountainous terrain behind them . --> two hikers are walking through the sand dunes in a desert .	contradiction	contradiction	0.0075224051252	0.992204070091	0.000273493962595
two hikers crossing a snowy field , with mountainous terrain behind them . --> two hikers are returning to base camp .	neutral	neutral	0.957075595856	0.0286092013121	0.0143152149394
two hikers crossing a snowy field , with mountainous terrain behind them . --> two hikers are out in the snow .	entailment	entailment	0.144073098898	0.0433356836438	0.812591254711
two backpackers look at scenic mountains . --> two guys are backpacking on mars .	contradiction	contradiction	0.141319349408	0.852647662163	0.00603293487802
two backpackers look at scenic mountains . --> two guys are rock climbers .	neutral	neutral	0.723253130913	0.0884755328298	0.18827137351
two backpackers look at scenic mountains . --> two guys are carrying things on their back .	entailment	entailment	0.201336547732	0.070130392909	0.728533089161
an airplane flying over a fence with a few bystanders watching it as it approaches its landing . --> the bystanders are terrorists .	neutral	neutral	0.966582596302	0.0273118503392	0.00610555615276
an airplane flying over a fence with a few bystanders watching it as it approaches its landing . --> the airplane is flapping its wings on final approach .	neutral	contradiction	0.780065834522	0.183247745037	0.0366865172982
an airplane flying over a fence with a few bystanders watching it as it approaches its landing . --> the airplane is heavy	neutral	entailment	0.520972967148	0.442734330893	0.0362926982343
group of people stand near a fence watching a plane fly over them --> the people are watching a plane show	contradiction	neutral	0.414416998625	0.523502469063	0.0620804801583
group of people stand near a fence watching a plane fly over them --> group of people standing outside	entailment	entailment	0.0720274820924	0.0170603170991	0.91091221571
group of people stand near a fence watching a plane fly over them --> the people are inside	contradiction	contradiction	0.0261579602957	0.90872746706	0.0651145651937
a girl in a pumpkin dress sitting at a table . --> there is a girl in a pumpkin dress sitting at a table .	entailment	entailment	0.192389175296	0.0582240894437	0.74938672781
a girl in a pumpkin dress sitting at a table . --> there is a lady in a pumpkin dress sitting at a table .	entailment	entailment	0.152300462127	0.0428084023297	0.804891109467
a girl in a pumpkin dress sitting at a table . --> there is a boy in a pumpkin dress sitting at a table .	contradiction	contradiction	0.0129975192249	0.986101210117	0.000901342253201
a blond man stands next to a cement mixer with mountains in the background . --> a construction worker takes a nap on a sofa .	contradiction	contradiction	0.000116858755064	0.99988257885	5.34409423381e-07
a blond man stands next to a cement mixer with mountains in the background . --> a construction worker stands outside in front of some mountains .	neutral	neutral	0.512855112553	0.151932552457	0.335212349892
a blond man stands next to a cement mixer with mountains in the background . --> a man stands outside in front of some mountains .	entailment	entailment	0.214681908488	0.19331869483	0.591999411583
a teenage girl stands in a large industrial garage with two boys sitting in the background . --> a few kids are going down a slide at the playground .	contradiction	contradiction	0.407274544239	0.562156319618	0.030569082126
a teenage girl stands in a large industrial garage with two boys sitting in the background . --> a group of teens are hanging out in a garage .	entailment	entailment	0.174360662699	0.388333767653	0.437305629253
a teenage girl stands in a large industrial garage with two boys sitting in the background . --> a group of teens are waiting for their parents in a large garage .	neutral	neutral	0.917782783508	0.0748156234622	0.00740154553205
three individuals are wearing tight blue nylon suits with one instructor in all black with a ponytail assisting them with putting on harnesses . --> three individuals are wearing loose brown nylon suits with one instructor in all black with a ponytail assisting them with putting on harnesses .	neutral	contradiction	0.540850520134	0.214488983154	0.244660437107
three individuals are wearing tight blue nylon suits with one instructor in all black with a ponytail assisting them with putting on harnesses . --> three individuals are wearing tight blue nylon suits .	contradiction	entailment	0.288422077894	0.506213307381	0.205364570022
three individuals are wearing tight blue nylon suits with one instructor in all black with a ponytail assisting them with putting on harnesses . --> three individuals are wearing tight blue nylon suits outside .	contradiction	neutral	0.324658721685	0.486922889948	0.188418462873
a band of young musicians are playing an intimate concert to a small crowd in an outdoor courtyard . --> a band is playing	entailment	entailment	0.136765927076	0.0643072873354	0.798926770687
a band of young musicians are playing an intimate concert to a small crowd in an outdoor courtyard . --> the band is at home sleeping	contradiction	contradiction	0.000113569447421	0.999882221222	4.22873290518e-06
a live band on a lawn jamming out . --> a live band on a lawn jamming out for the holiday crowd .	neutral	neutral	0.917222499847	0.0547156371176	0.0280618537217
a live band on a lawn jamming out . --> people are playing music .	entailment	entailment	0.0173212382942	0.00100196176209	0.98167681694
a live band on a lawn jamming out . --> a band is practicing new tunes in the garage .	contradiction	contradiction	0.267281740904	0.729907512665	0.00281079323031
a young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves . --> a lady dressed in black is heading to the office .	neutral	neutral	0.734862327576	0.0900449603796	0.175092697144
a young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves . --> a woman is having her wisdom teeth pulled .	neutral	contradiction	0.573964297771	0.399615049362	0.0264206007123
a young lady walking down the street wearing a black jacket , sunglasses , sneakers , jeans , & gloves . --> a young lady is walking down the street .	entailment	entailment	0.0547856912017	0.0487844198942	0.896429896355
boy reading book with company of a rolled over dog . --> the boy is reading a book about trains .	neutral	neutral	0.528845191002	0.403860479593	0.067294344306
boy reading book with company of a rolled over dog . --> the child is attending the circus .	contradiction	contradiction	0.150339633226	0.845159590244	0.00450080772862
boy reading book with company of a rolled over dog . --> the kid is with his dog .	entailment	entailment	0.124380677938	0.1573112607	0.718308091164
a young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree . --> the girl is dressed up for a party .	neutral	neutral	0.920325219631	0.065981939435	0.01369282417
a young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree . --> a small person dressed up is standing next to a tree .	entailment	entailment	0.0720382556319	0.295493960381	0.632467806339
a young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree . --> the girl is wearing a blue baseball cap .	contradiction	contradiction	0.0266267191619	0.971414506435	0.00195879326202
this wildly dressed couple are walking past a poster . --> the couple are normally dressed .	contradiction	contradiction	0.189125090837	0.425211936235	0.385662943125
this wildly dressed couple are walking past a poster . --> the couple are walking .	entailment	entailment	0.0965371802449	0.0180254820734	0.885437309742
this wildly dressed couple are walking past a poster . --> the couple are at a music festival .	neutral	neutral	0.787473857403	0.209648922086	0.00287715508603
a guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other . --> a guy is standing in a bathroom .	entailment	entailment	0.103513248265	0.074501350522	0.82198536396
a guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other . --> a man is attempting to brew coffee .	neutral	contradiction	0.89526540041	0.0368431769311	0.0678914487362
a guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other . --> a man may have created a monster too unwilling to be flushed .	neutral	contradiction	0.76793462038	0.163676574826	0.0683888494968
a girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit . --> the girl is standing on a bench .	contradiction	contradiction	0.0065733413212	0.988677382469	0.00474936328828
a girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit . --> the girl in the colorful outfit is the other girl 's sister .	neutral	neutral	0.974286973476	0.0149435382336	0.0107694286853
a girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit . --> the girl sitting on the bench is next to another girl .	entailment	entailment	0.223551228642	0.102196581662	0.674252152443
five people are playing in a gymnasium . --> five people playing	entailment	entailment	0.285010546446	0.121210061014	0.59377938509
five people are playing in a gymnasium . --> the people are girls	neutral	neutral	0.623636603355	0.213560119271	0.162803247571
five people are playing in a gymnasium . --> the people are at home	contradiction	contradiction	0.0833690091968	0.893289625645	0.0233413856477
a man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city . --> the man is tired from riding his bike .	neutral	neutral	0.974170565605	0.0210730303079	0.00475648371503
a man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city . --> the man is riding his bike in the country .	contradiction	contradiction	0.0364010408521	0.955405592918	0.0081934062764
a man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city . --> the man is sitting on a bench .	entailment	entailment	0.275841653347	0.354240894318	0.369917452335
these three men dressed in blue , yellow and white , are playing a sport . --> the men are playing football .	contradiction	neutral	0.192638114095	0.792655169964	0.0147066824138
these three men dressed in blue , yellow and white , are playing a sport . --> there are three men playing a sport .	entailment	entailment	0.0609171427786	0.00539501383901	0.933687806129
these three men dressed in blue , yellow and white , are playing a sport . --> the men are dressed in all black .	contradiction	contradiction	0.0520623251796	0.811642229557	0.136295497417
a doctor is performing surgery . --> a doctor is cooking dinner .	contradiction	contradiction	0.00656203785911	0.993362545967	7.54663778935e-05
a doctor is performing surgery . --> a doctor is performing surgery .	entailment	entailment	0.148181825876	0.0287667084485	0.823051393032
a doctor is performing surgery . --> a doctor is doing a good job .	entailment	neutral	0.479415595531	0.0380406789482	0.482543677092
two women eating lunch in a cafe smile at the photographer . --> two models are photographed by a paparazzi .	neutral	neutral	0.701811909676	0.0823319405317	0.215856179595
two women eating lunch in a cafe smile at the photographer . --> two men are shopping at home depot .	contradiction	contradiction	0.00126153323799	0.998663902283	7.45785800973e-05
two women eating lunch in a cafe smile at the photographer . --> two women are enjoying a meal at a cafe .	entailment	entailment	0.164931535721	0.0285522509366	0.806516170502
children participating at a party while looking at the one kid in exuberance over the new toy . --> children are at a party	entailment	entailment	0.349212855101	0.054560046643	0.596227109432
children participating at a party while looking at the one kid in exuberance over the new toy . --> a child just opened his smallest gift at his party	neutral	neutral	0.661951065063	0.294713109732	0.0433358848095
children participating at a party while looking at the one kid in exuberance over the new toy . --> a child is in the gym playing basketball	contradiction	contradiction	0.0400823391974	0.931411862373	0.0285058747977
a chef is giving a sample of food to a customer . --> a chef gives a sample of his specialty .	entailment	neutral	0.375821322203	0.125095427036	0.499083280563
a chef is giving a sample of food to a customer . --> a man rides a bike .	contradiction	contradiction	0.0136803323403	0.984981656075	0.00133801379707
a chef is giving a sample of food to a customer . --> a chef gives a sample .	entailment	entailment	0.126851350069	0.0533842779696	0.819764316082
the crew shells are passing under marker 7 , with the nearest shell in front by a good margin . --> a race of some sort is underway	neutral	neutral	0.583305895329	0.023380368948	0.393313676119
the crew shells are passing under marker 7 , with the nearest shell in front by a good margin . --> two men walk on a beach	contradiction	contradiction	0.0542611218989	0.813551843166	0.132187008858
the crew shells are passing under marker 7 , with the nearest shell in front by a good margin . --> some shells pass under a marker marked 7	neutral	entailment	0.623980164528	0.135313749313	0.240706026554
elderly man painting a picture with a small paintbrush . --> an elderly artist is painting his latest masterpiece .	neutral	neutral	0.907170951366	0.0823981463909	0.0104308733717
elderly man painting a picture with a small paintbrush . --> a baby is smearing food all over his high chair tray .	contradiction	contradiction	0.0299389790744	0.969358801842	0.000702260294929
elderly man painting a picture with a small paintbrush . --> an old man is creating art .	entailment	entailment	0.275322884321	0.0542899444699	0.670387208462
this football team wears red shirts and red helmets . --> they are outdoors on the field .	entailment	neutral	0.306414872408	0.146536871791	0.547048270702
this football team wears red shirts and red helmets . --> they are throwing ice cream at homeless people .	contradiction	contradiction	0.0341539531946	0.965143561363	0.000702443823684
this football team wears red shirts and red helmets . --> they are playing football .	contradiction	entailment	0.177021592855	0.530989170074	0.291989207268
a girl and two boys are playing in water . --> the children are at the beach .	neutral	neutral	0.757399201393	0.123555995524	0.119044840336
a girl and two boys are playing in water . --> the children are eating dinner at a restaurant .	contradiction	contradiction	0.00152329273988	0.998471796513	4.90815318699e-06
a girl and two boys are playing in water . --> the children are wet .	entailment	entailment	0.296761602163	0.00852097850293	0.694717347622
two girls are walking in car wash parking lot . --> two girls walk in a parking lot .	entailment	entailment	0.112561330199	0.0532107762992	0.834227919579
two girls are walking in car wash parking lot . --> a girl drives a jet ski .	contradiction	contradiction	0.0137766692787	0.978999018669	0.00722431624308
two girls are walking in car wash parking lot . --> two girls drop of their car to be washed .	neutral	neutral	0.653781056404	0.196946173906	0.14927276969
a man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage . --> one person sits at a restaurant table while another pulls luggage across the street while holding a gift bag .	contradiction	entailment	0.150778517127	0.752264678478	0.0969568192959
a man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage . --> two men pull luggage across the street , while wearing aprons .	contradiction	contradiction	0.236544251442	0.516270875931	0.247184827924
a man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage . --> the waiter takes a break after cleaning up the cafe , and the last customer leaves .	neutral	neutral	0.959521949291	0.0173834133893	0.0230946689844
a girl in a purple sweatshirt bends over backwards . --> a boy bends over backwards and breaks his back .	contradiction	contradiction	0.0282780639827	0.971306622028	0.0004153441987
a girl in a purple sweatshirt bends over backwards . --> a girl bends over backwards .	entailment	entailment	0.115207307041	0.0374120809138	0.847380638123
a girl in a purple sweatshirt bends over backwards . --> a girl bends over backwards to do her gymnastics routine .	neutral	neutral	0.961941719055	0.0211040209979	0.0169542077929
a little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him . --> there are many children around .	entailment	entailment	0.19856569171	0.0620593316853	0.739374935627
a little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him . --> the kid is competing in a game .	entailment	neutral	0.494768291712	0.00986782833934	0.495363891125
a little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him . --> the girls are putting on makeup in the room .	contradiction	contradiction	0.00105357647408	0.998908519745	3.78964650736e-05
several dancers are doing leg lifts on stage . --> the dancers are swimming in a lake .	contradiction	contradiction	0.00428544310853	0.995641231537	7.33570050215e-05
several dancers are doing leg lifts on stage . --> performers are doing a show at an event .	entailment	entailment	0.425094097853	0.0130430366844	0.561862945557
several dancers are doing leg lifts on stage . --> many dancers are lifting their legs up on a stage .	entailment	entailment	0.359520673752	0.121706515551	0.518772780895
two women dressed for cold weather in jackets and gloves look at something on a cellphone screen . --> the women are wearing pink hats .	contradiction	neutral	0.4523858428	0.474344193935	0.0732699260116
two women dressed for cold weather in jackets and gloves look at something on a cellphone screen . --> the woman is alone in her bathroom .	contradiction	contradiction	0.00245870812796	0.997428834438	0.000112488938612
two women dressed for cold weather in jackets and gloves look at something on a cellphone screen . --> the women are near the cellphone .	entailment	entailment	0.0193710196763	0.00507316365838	0.97555577755
two women and a younger girl laugh and converse in front of a green tent and blue microphone . --> two women and a younger girl do n't laugh	contradiction	contradiction	0.0437501594424	0.948225855827	0.00802403781563
two women and a younger girl laugh and converse in front of a green tent and blue microphone . --> two women and a younger girl laugh	entailment	entailment	0.213565140963	0.0654938668013	0.720941007137
two women and a younger girl laugh and converse in front of a green tent and blue microphone . --> two women and a younger girl joyously laugh	neutral	entailment	0.763143241405	0.152237445116	0.0846193805337
two entertainers on a stage performing acrobatic moves . --> two entertainers are performing acrobatics .	entailment	entailment	0.11508025229	0.0186336170882	0.866286098957
two entertainers on a stage performing acrobatic moves . --> two entertainers are performing acrobatics in a car .	contradiction	neutral	0.16406160593	0.813775599003	0.0221627745777
two entertainers on a stage performing acrobatic moves . --> two entertainers are performing acrobatics for an unusually large crowd .	neutral	neutral	0.890173494816	0.0082385353744	0.101588025689
four men are standing outside near a white truck bed . --> men standing outside	entailment	entailment	0.0724708288908	0.0273606870323	0.900168478489
four men are standing outside near a white truck bed . --> four men chatting	contradiction	neutral	0.2600505054	0.651732206345	0.0882172957063
four men are standing outside near a white truck bed . --> three men near a truck	entailment	contradiction	0.0668040513992	0.0394417867064	0.893754184246
a large man in white dances in the middle of a crowd holding a beverage in his hand . --> two girls crowd surf at a rave .	contradiction	contradiction	0.00192106375471	0.998043894768	3.5041517549e-05
a large man in white dances in the middle of a crowd holding a beverage in his hand . --> a man dances at a wedding .	neutral	neutral	0.967104136944	0.0168682485819	0.0160277113318
a large man in white dances in the middle of a crowd holding a beverage in his hand . --> a man is enjoying himself dancing .	neutral	neutral	0.682128608227	0.0765638947487	0.24130757153
a worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove . --> a baby in a pot on the stove .	entailment	entailment	0.0503095798194	0.117302492261	0.832387924194
a worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove . --> a baby being cooked on the stove .	entailment	neutral	0.0922875404358	0.0611458793283	0.846566617489
a worried blond-haired baby is sitting inside a large , shiny metal cooking pot that is on top of an electric stove . --> a baby in his stroller outside .	contradiction	contradiction	0.13115529716	0.540687084198	0.328157633543
a band performing with a girl singing and a guy next to her singing as well while playing the guitar --> they are an all-guy band .	neutral	contradiction	0.914316296577	0.0445591323078	0.0411245375872
a band performing with a girl singing and a guy next to her singing as well while playing the guitar --> they like rock music the best .	neutral	neutral	0.933830738068	0.0351006165147	0.0310686267912
a band performing with a girl singing and a guy next to her singing as well while playing the guitar --> a band is performing .	entailment	entailment	0.195004075766	0.0103795081377	0.7946164608
a female sings and plays into a microphone and a male in green striped shorts plays a hand drum --> a woman plays the piano	contradiction	contradiction	0.0496935211122	0.777047693729	0.173258781433
a female sings and plays into a microphone and a male in green striped shorts plays a hand drum --> a woman sings into a microphone	entailment	entailment	0.202013298869	0.164767965674	0.633218824863
a female sings and plays into a microphone and a male in green striped shorts plays a hand drum --> a woman sings her favorite song into a microphone	neutral	neutral	0.91475969553	0.0552615039051	0.0299787577242
six men , all wearing identifying number plaques , are participating in an outdoor race . --> a group of marathoners run	entailment	neutral	0.227928444743	0.299766212702	0.472305357456
six men , all wearing identifying number plaques , are participating in an outdoor race . --> a number of guys wearing numbers race outside	entailment	entailment	0.30092048645	0.0174844618887	0.681595087051
six men , all wearing identifying number plaques , are participating in an outdoor race . --> a man sits in a chair printing running bib numbers	contradiction	contradiction	0.000924027815927	0.998676598072	0.000399315962568
little girl and older male , holding hands and walking on train tracks . --> a man and his wife eating raw oysters .	contradiction	contradiction	0.202941000462	0.795603692532	0.00145533378236
little girl and older male , holding hands and walking on train tracks . --> people outside .	entailment	entailment	0.0271783322096	0.00443735066801	0.968384325504
little girl and older male , holding hands and walking on train tracks . --> a father and daughter taking a walk .	neutral	neutral	0.877964913845	0.0381177812815	0.0839172899723
the pets play in the apartment . --> the animals are playing .	entailment	entailment	0.061760943383	0.0109794083983	0.927259624004
the pets play in the apartment . --> the animals are playing outside .	contradiction	contradiction	0.36384421587	0.441846102476	0.194309666753
the pets play in the apartment . --> the dogs are playing with cats .	contradiction	neutral	0.319467395544	0.663411080837	0.0171215441078
young african children are playing in a dirt and gravel street dressed in shorts and t-shirts . --> the children are playing soccer .	contradiction	neutral	0.300304353237	0.69046485424	0.00923077762127
young african children are playing in a dirt and gravel street dressed in shorts and t-shirts . --> children are playing in a dirt street .	entailment	entailment	0.0414095036685	0.0169502981007	0.941640138626
young african children are playing in a dirt and gravel street dressed in shorts and t-shirts . --> the children are in their house washing dishes .	contradiction	contradiction	0.000456447189208	0.999537229538	6.3483894337e-06
the tops of a large number of balloons are visible behind a wall , with a large high rise building in the background . --> a man and woman watch the sun set over the ocean .	contradiction	contradiction	0.164313852787	0.833193480968	0.00249263877049
the tops of a large number of balloons are visible behind a wall , with a large high rise building in the background . --> a bunch of balloons can be seen as people wait for a surprise party to start .	neutral	neutral	0.945770919323	0.030242478475	0.0239865481853
the tops of a large number of balloons are visible behind a wall , with a large high rise building in the background . --> the balloons are outside .	entailment	entailment	0.285704433918	0.0389971211553	0.675298452377
two blond girls in white dresses , one much smaller than the other , stand on the bank of a large body of water . --> the girls are wearing white dresses	contradiction	entailment	0.138611793518	0.631695210934	0.229692935944
two blond girls in white dresses , one much smaller than the other , stand on the bank of a large body of water . --> the girls are sleeping .	contradiction	contradiction	0.00102523271926	0.998961210251	1.35901518661e-05
thick clouds masked the sky for the braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air . --> a group of bike stunt riders are at an event .	entailment	entailment	0.112531527877	0.0262067243457	0.86126178503
thick clouds masked the sky for the braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air . --> they are hoping that they get a chance to perform , because it looks like it might rain .	neutral	neutral	0.931629598141	0.0168439187109	0.0515263862908
thick clouds masked the sky for the braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air . --> there are a group of people standing by atv 's , waiting for a race to start .	neutral	contradiction	0.563407659531	0.115649446845	0.320942908525
a middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper . --> he is reading a flyer about a new job he is interested in .	neutral	neutral	0.78922855854	0.201826483011	0.00894484575838
a middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper . --> a man is sitting on his bed reading .	contradiction	entailment	0.182338967919	0.68152320385	0.136137858033
a middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper . --> a man is sleeping on his bed .	contradiction	contradiction	0.0103431390598	0.987181782722	0.00247509381734
young man with a beard is sitting on the edge of the bed reading a manual . --> he is standing on his head .	contradiction	contradiction	0.0203072093427	0.969959139824	0.00973372347653
young man with a beard is sitting on the edge of the bed reading a manual . --> he is learning something .	neutral	entailment	0.608747243881	0.0257113631815	0.365541338921
young man with a beard is sitting on the edge of the bed reading a manual . --> he has the light on .	neutral	neutral	0.630126595497	0.102082535625	0.267790943384
ski equipment sits alone on a snowy mountain --> water skis are sitting on a pier .	contradiction	contradiction	0.0678115561604	0.924538612366	0.00764978956431
ski equipment sits alone on a snowy mountain --> skis and boots are outside a ski lodge while the skiers enjoy a hot drink indoors .	contradiction	neutral	0.386324554682	0.5907574296	0.0229180399328
ski equipment sits alone on a snowy mountain --> some skis are sitting in the snow .	entailment	entailment	0.32086366415	0.321214467287	0.35792183876
a man tries to get himself into shape on a treadmill . --> a man exercising .	entailment	entailment	0.0544033385813	0.00731666898355	0.938279986382
a man tries to get himself into shape on a treadmill . --> a woman outside	contradiction	contradiction	0.0251817405224	0.972620069981	0.00219815364107
a man tries to get himself into shape on a treadmill . --> a man running on a treadmill to run a marathon	neutral	neutral	0.628569185734	0.336962223053	0.0344686321914
there are a lot of people in front of a tan building with colorful squares hanging from the top . --> men and women stand in front of a building	entailment	entailment	0.281537920237	0.0778805762529	0.640581488609
there are a lot of people in front of a tan building with colorful squares hanging from the top . --> people stand in front of a building	entailment	entailment	0.0354733727872	0.0207307040691	0.943795919418
there are a lot of people in front of a tan building with colorful squares hanging from the top . --> people burn the red building on fire	contradiction	contradiction	0.0619939863682	0.933029592037	0.00497637316585
two men are standing in front of musical mixing equipment . --> two men are sitting down on the couch .	contradiction	contradiction	0.000473538821097	0.999523878098	2.64693767349e-06
two men are standing in front of musical mixing equipment . --> there are people indoors .	entailment	neutral	0.231830045581	0.304866343737	0.463303685188
two men are standing in front of musical mixing equipment . --> two men are making sure the musical mixing equipment is good to go for skrillex .	neutral	neutral	0.951294243336	0.0412541553378	0.00745155289769
there is a teen boy and a younger boy with the same shirts on in a room full of people . --> people are in a room .	entailment	entailment	0.0344430170953	0.00355872651562	0.961998343468
there is a teen boy and a younger boy with the same shirts on in a room full of people . --> people are walking along the beach .	contradiction	contradiction	0.00458470219746	0.994912385941	0.000502913841046
there is a teen boy and a younger boy with the same shirts on in a room full of people . --> people are on a class trip .	neutral	neutral	0.943398594856	0.0410873778164	0.0155140440911
skiiers are walking through the snow near the mountains . --> there are people in the snow .	entailment	entailment	0.0349610410631	0.00701134232804	0.958027660847
skiiers are walking through the snow near the mountains . --> there are people and animals in the snow .	entailment	neutral	0.105944380164	0.0228660851717	0.871189534664
skiiers are walking through the snow near the mountains . --> people are at the beach .	contradiction	contradiction	0.00127825187519	0.998685896397	3.58276520274e-05
a baby with star shades on . --> a baby getting its picture taken .	entailment	neutral	0.290542840958	0.0279716160148	0.681485533714
a baby with star shades on . --> a baby wearing glasses .	entailment	entailment	0.120327800512	0.0128864273429	0.866785764694
a baby with star shades on . --> a baby without glasses .	contradiction	contradiction	0.0259581077844	0.951716601849	0.0223253294826
